,0,1,2,3,4,5,6,7,8,9,10,11,12
900,Napoleon's Triumph,(2007),8.0,2–8 Players,180 Min,Age: 12+,3.65,"Wargames
View poll and results",Area Movement,Secret Unit Deployment,Simulation,,
901,Summoner Wars: Alliances Master Set,(2014),8.0,2–4 Players,45 Min,Age: 9+,2.72,"Customizable
View poll and results",Dice Rolling,Grid Movement,Hand Management,Variable Player Powers,
902,Rhino Hero,(2011),6.9,2–5 Players,5–15 Min,Age: 5+,1.02,"Children's,  Family
View poll and results",Hand Management,Lose a Turn,Score-and-Reset Game,Stacking and Balancing,
903,Container,(2007),7.2,3–5 Players,60–90 Min,Age: 12+,3.24,"Strategy
View poll and results",Auction: Sealed Bid,Auction/Bidding,Commodity Speculation,Pick-up and Deliver,Set Collection
904,Carcassonne: The City,(2004),7.2,2–4 Players,30–45 Min,Age: 8+,2.26,"Family,  Strategy
View poll and results",Area Majority / Influence,Tile Placement,,,
905,Lovecraft Letter,(2017),7.2,2–6 Players,5–15 Min,Age: 10+,1.40,"Party
View poll and results",Hand Management,Player Elimination,Score-and-Reset Game,,
906,Clever Cubed,(2020),7.5,1–4 Players,30 Min,Age: 14+,2.43,"Family
View poll and results",Dice Rolling,Paper-and-Pencil,Re-rolling and Locking,Solo / Solitaire Game,
907,Unlock!: Epic Adventures,(2019),7.8,1–6 Players,60 Min,Age: 10+,2.19,"Thematic
View poll and results",Cooperative Game,Real-Time,Scenario / Mission / Campaign Game,,
908,Roam,(2019),7.3,2–4 Players,30–45 Min,Age: 8+,1.82,"Family
View poll and results",Action Retrieval,Area Majority / Influence,Auction Compensation,Grid Coverage,Square Grid
909,Spyfall,(2014),6.8,3–8 Players,15 Min,Age: 13+,1.24,"Party
View poll and results",Acting,Communication Limits,Memory,Role Playing,Roles with Asymmetric Information
910,Dinosaur World,(2021),7.4,2–4 Players,60–120 Min,Age: 10+,3.28,"Strategy,  Thematic
View poll and results",Dice Rolling,Income,Movement Points,Tile Placement,Worker Placement
911,Zombicide: Invader,(2019),7.8,1–6 Players,60 Min,Age: 14+,2.38,"Strategy,  Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Modular Board,Scenario / Mission / Campaign Game
912,Thunderstone,(2009),6.9,1–5 Players,60 Min,Age: 12+,2.50,"Strategy,  Thematic
View poll and results","Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Open Drafting,
913,Roll Through the Ages: The Bronze Age,(2008),6.9,1–4 Players,30–45 Min,Age: 8+,1.78,"Family,  Strategy
View poll and results",Contracts,Dice Rolling,Die Icon Resolution,Events,Paper-and-Pencil
914,Werewords,(2017),7.1,4–10 Players,10 Min,Age: 8+,1.15,"Party
View poll and results",Hidden Roles,Roles with Asymmetric Information,Traitor Game,Variable Player Powers,Voting
915,Tajemnicze Domostwo,(2013),7.1,2–7 Players,30–60 Min,Age: 8+,1.84,"Party,  Thematic
View poll and results",Communication Limits,Cooperative Game,Finale Ending,Hand Management,
916,Mahjong,(1850),7.0,3–4 Players,120 Min,Age: 8+,2.57,"Abstract
View poll and results",Hand Management,Set Collection,,,
917,Coffee Roaster,(2015),7.4,1 Players,10–30 Min,Age: 12+,2.12,"Strategy
View poll and results","Deck, Bag, and Pool Building",Memory,Once-Per-Game Abilities,Push Your Luck,Solo / Solitaire Game
918,Ca$h 'n Guns: Second Edition,(2014),6.8,4–8 Players,30 Min,Age: 10+,1.25,"Party
View poll and results",Open Drafting,Player Elimination,Simultaneous Action Selection,Take That,Variable Player Powers
919,Qwixx,(2012),6.9,2–5 Players,15 Min,Age: 8+,1.11,"Family
View poll and results",Bingo,Dice Rolling,Paper-and-Pencil,,
920,Catacombs (Third Edition),(2015),7.5,2–5 Players,60–90 Min,Age: 14+,2.33,"Thematic
View poll and results",Flicking,Player Elimination,Role Playing,Team-Based Game,Variable Player Powers
921,The Palaces of Carrara,(2012),7.1,2–4 Players,60 Min,Age: 10+,2.60,"Strategy
View poll and results",Set Collection,Tile Placement,,,
922,Marvel Dice Masters: Avengers vs. X-Men,(2014),7.1,2 Players,60 Min,Age: 14+,2.30,"Customizable
View poll and results","Deck, Bag, and Pool Building",Dice Rolling,Variable Player Powers,,
923,Union Pacific,(1999),7.2,2–6 Players,90 Min,Age: 12+,2.54,"Strategy
View poll and results",Network and Route Building,Open Drafting,Stock Holding,,
924,Akrotiri,(2014),7.2,2 Players,45 Min,Age: 13+,2.65,"Strategy
View poll and results",Action Points,Hand Management,Map Addition,Modular Board,Network and Route Building
925,Ohanami,(2019),7.3,2–4 Players,20 Min,Age: 8+,1.13,"Family
View poll and results",Closed Drafting,Ordering,Pattern Building,Set Collection,
926,The Mind,(2018),6.8,2–4 Players,20 Min,Age: 8+,1.07,"Family,  Party
View poll and results",Communication Limits,Cooperative Game,,,
927,War of the Ring: The Card Game,(2022),7.8,2–4 Players,90–120 Min,Age: 12+,2.89,"Strategy
View poll and results",Campaign / Battle Card Driven,Card Play Conflict Resolution,Hand Management,Team-Based Game,
928,San Marco,(2001),7.2,3–4 Players,75 Min,Age: 10+,2.68,"Strategy
View poll and results",Area Majority / Influence,"I Cut, You Choose",Open Drafting,,
929,Pictomania,(2011),7.3,3–6 Players,25 Min,Age: 9+,1.53,"Party
View poll and results",Line Drawing,,,,
930,Tinners' Trail,(2008),7.2,3–4 Players,60–90 Min,Age: 13+,2.83,"Strategy
View poll and results",Action Points,Auction/Bidding,Dice Rolling,Turn Order: Time Track,
931,Last Night on Earth: The Zombie Game,(2007),6.9,2–6 Players,60–90 Min,Age: 12+,2.29,"Thematic
View poll and results",Dice Rolling,Hand Management,Modular Board,Roll / Spin and Move,Team-Based Game
932,Formula Dé,(1997),7.0,2–10 Players,120 Min,Age: 10+,1.96,"Thematic
View poll and results",Different Dice Movement,Grid Movement,Player Elimination,Push Your Luck,Race
933,Red Rising,(2021),7.0,1–6 Players,45–60 Min,Age: 14+,2.29,"Strategy
View poll and results",Dice Rolling,End Game Bonuses,Hand Management,Open Drafting,Set Collection
934,Brazil: Imperial,(2021),7.7,1–4 Players,100 Min,Age: 14+,2.99,"Strategy
View poll and results",Card Play Conflict Resolution,Contracts,Grid Movement,Hexagon Grid,Modular Board
935,Signorie,(2015),7.4,2–4 Players,60–120 Min,Age: 12+,3.53,"Strategy
View poll and results",Dice Rolling,Set Collection,Worker Placement,Worker Placement with Dice Workers,
936,Nightmare Productions,(2000),7.1,2–5 Players,60 Min,Age: 10+,2.10,"Family,  Strategy
View poll and results",Auction: Turn Order Until Pass,Auction/Bidding,Closed Economy Auction,End Game Bonuses,Victory Points as a Resource
937,Brew Crafters,(2013),7.4,2–5 Players,90 Min,Age: 12+,3.58,"Strategy
View poll and results",End Game Bonuses,Variable Set-up,Worker Placement,,
938,Kitchen Rush,(2017),7.3,1–4 Players,30–45 Min,Age: 12+,2.20,"Family,  Thematic
View poll and results",Action Timer,Cooperative Game,Real-Time,Simulation,Solo / Solitaire Game
939,Luxor,(2018),7.2,2–4 Players,45 Min,Age: 8+,1.91,"Family
View poll and results",Dice Rolling,Hand Management,Modular Board,Race,Roll / Spin and Move
940,Mille Fiori,(2021),7.4,2–4 Players,60–90 Min,Age: 10+,2.18,"Family,  Strategy
View poll and results",Area Majority / Influence,Closed Drafting,Pattern Building,,
941,Palm Island,(2018),7.1,1–2 Players,15 Min,Age: 10+,1.75,"Family
View poll and results",Cooperative Game,"Deck, Bag, and Pool Building",Hand Management,Memory,Move Through Deck
942,Caylus 1303,(2019),7.5,2–5 Players,60–90 Min,Age: 12+,2.88,"Strategy
View poll and results",Action Queue,Hidden Victory Points,Ownership,Take That,Turn Order: Claim Action
943,Black Sonata,(2017),7.5,1 Players,30 Min,Age: 12+,2.08,"Strategy
View poll and results",Action Queue,Deduction,Hidden Movement,Point to Point Movement,Push Your Luck
944,Tak,(2017),7.6,2 Players,20–60 Min,Age: 12+,2.46,"Abstract
View poll and results",Grid Movement,Network and Route Building,Square Grid,,
945,Genoa,(2001),7.0,2–5 Players,60–120 Min,Age: 12+,3.07,"Strategy
View poll and results",Auction/Bidding,Bribery,Dice Rolling,Grid Movement,Negotiation
946,Call to Adventure,(2019),7.1,1–4 Players,30–60 Min,Age: 13+,2.01,"Thematic
View poll and results",Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Set Collection,Solo / Solitaire Game
947,Istanbul: The Dice Game,(2017),7.2,2–4 Players,20–40 Min,Age: 8+,1.79,"Family
View poll and results",Action Points,Dice Rolling,Set Collection,,
948,Maharaja: The Game of Palace Building in India,(2004),7.1,2–5 Players,90 Min,Age: 12+,3.17,"Strategy
View poll and results",Area Majority / Influence,Network and Route Building,Point to Point Movement,Simultaneous Action Selection,Variable Player Powers
949,Bridge,(1925),7.5,4 Players,60 Min,Age: 12+,3.88,"Abstract,  Strategy
View poll and results",Hand Management,Predictive Bid,Score-and-Reset Game,Team-Based Game,Trick-taking
950,Jaws,(2019),7.1,2–4 Players,60 Min,Age: 12+,2.15,"Thematic
View poll and results",Action Points,Area Movement,Card Play Conflict Resolution,Hidden Movement,Map Deformation
951,Homesteaders,(2009),7.2,2–4 Players,60–90 Min,Age: 14+,3.04,"Strategy
View poll and results",Auction Compensation,Auction: Fixed Placement,Auction/Bidding,Constrained Bidding,Income
952,Tragedy Looper,(2011),7.2,2–4 Players,120 Min,Age: 13+,3.55,"Strategy,  Thematic
View poll and results",Communication Limits,Deduction,Grid Movement,Hand Management,Memory
953,Virgin Queen,(2012),8.0,2–6 Players,420 Min,Age: 12+,4.43,"Strategy,  Wargames
View poll and results",Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Simulation,Variable Phase Order
954,The Others,(2016),7.3,2–5 Players,90 Min,Age: 14+,3.04,"Thematic
View poll and results",Area Majority / Influence,Area Movement,Dice Rolling,Interrupts,Modular Board
955,Lanterns: The Harvest Festival,(2015),6.9,2–4 Players,30 Min,Age: 8+,1.55,"Family
View poll and results",Country: China,Crowdfunding: Kickstarter,Game: Lanterns – The Harvest Festival,Misc: Mensa Select,Organizations: The Game Artisans of Canada
956,Warhammer Underworlds: Shadespire,(2017),7.6,2 Players,30 Min,Age: 12+,2.52,"Customizable
View poll and results",Area Majority / Influence,Deck Construction,Dice Rolling,Grid Movement,Hand Management
957,Summoner Wars: Phoenix Elves vs Tundra Orcs,(2009),7.5,2–4 Players,30 Min,Age: 9+,2.30,"Customizable,  Strategy
View poll and results",Dice Rolling,Grid Movement,Hand Management,Variable Player Powers,
958,Thunder Alley,(2014),7.3,2–7 Players,90 Min,Age: 10+,2.39,"Thematic
View poll and results",Hand Management,Race,,,
959,Tidal Blades: Heroes of the Reef,(2020),7.5,1–4 Players,60–90 Min,Age: 14+,2.89,"Strategy
View poll and results","Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Kill Steal,Open Drafting
960,Adrenaline,(2016),7.0,3–5 Players,30–60 Min,Age: 12+,2.38,"Strategy,  Thematic
View poll and results",Action Points,Grid Movement,Hand Management,Kill Steal,Open Drafting
961,Top Ten,(2020),7.5,4–9 Players,30 Min,Age: 14+,1.08,"Party
View poll and results",Cooperative Game,Deduction,Ordering,Player Judge,Targeted Clues
962,Kingsburg (Second Edition),(2017),7.4,2–5 Players,90–120 Min,Age: 10+,2.45,"Strategy
View poll and results",Dice Rolling,Tech Trees / Tech Tracks,Worker Placement,Worker Placement with Dice Workers,
963,Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),(2012),7.9,2–4 Players,60–180 Min,Age: 13+,3.26,"Wargames
View poll and results",Action Points,Dice Rolling,Hexagon Grid,Modular Board,Simulation
964,Sky Team,(2023),8.2,2 Players,15 Min,Age: 12+,2.06,"Family,  Thematic
View poll and results",Communication Limits,Cooperative Game,Dice Rolling,,
965,Dungeons & Dragons: Castle Ravenloft Board Game,(2010),7.0,1–5 Players,60 Min,Age: 12+,2.50,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing
966,Orchard: A 9 card solitaire game,(2018),7.4,1 Players,5–10 Min,Age: 8+,1.18,"Abstract
View poll and results",Layering,Melding and Splaying,Pattern Building,Solo / Solitaire Game,Tile Placement
967,Attika,(2003),7.0,2–4 Players,45–60 Min,Age: 10+,2.37,"Strategy
View poll and results",Map Addition,Modular Board,Network and Route Building,Tile Placement,
968,Legendary: A Marvel Deck Building Game – Villains,(2014),7.5,1–5 Players,45 Min,Age: 14+,2.71,"Thematic
View poll and results",Cooperative Game,"Deck, Bag, and Pool Building",Semi-Cooperative Game,,
969,DinoGenics,(2019),7.6,1–5 Players,90–120 Min,Age: 14+,2.92,"Thematic
View poll and results",Dice Rolling,Events,Hand Management,Set Collection,Solo / Solitaire Game
970,Tiny Epic Quest,(2017),7.0,1–4 Players,30–60 Min,Age: 14+,2.67,"Strategy
View poll and results",Area Movement,Dice Rolling,Modular Board,Push Your Luck,
971,Condottiere,(1995),6.9,2–6 Players,20–45 Min,Age: 10+,1.96,"Strategy
View poll and results",Area Majority / Influence,Auction/Bidding,Constrained Bidding,Hand Management,
972,Louis XIV,(2005),7.0,2–4 Players,75–100 Min,Age: 12+,3.00,"Strategy
View poll and results",Area Majority / Influence,Hand Management,Modular Board,Set Collection,
973,Moonrakers,(2020),7.8,1–5 Players,60–120 Min,Age: 14+,2.44,"Strategy,  Thematic
View poll and results",Action Points,"Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Negotiation
974,Caesar!: Seize Rome in 20 Minutes!,(2022),7.6,1–2 Players,20 Min,Age: 14+,1.95,"Strategy,  Wargames
View poll and results",Area Majority / Influence,Chit-Pull System,Simulation,Solo / Solitaire Game,
975,Qwirkle,(2006),6.8,2–4 Players,45 Min,Age: 6+,1.60,"Abstract,  Family
View poll and results",Hand Management,Pattern Building,Square Grid,Tile Placement,
976,Snow Tails,(2008),7.0,2–5 Players,45–60 Min,Age: 10+,2.04,"Family
View poll and results",Hand Management,Modular Board,Player Elimination,Race,
977,Core Worlds,(2011),7.2,2–5 Players,60–120 Min,Age: 10+,2.90,"Strategy
View poll and results","Deck, Bag, and Pool Building",Hand Management,Open Drafting,,
978,Smash Up: Science Fiction Double Feature,(2014),7.3,2 Players,30–45 Min,Age: 12+,2.29,"Strategy
View poll and results",Area Majority / Influence,Hand Management,Take That,Variable Player Powers,
979,Lowlands,(2018),7.4,2–4 Players,50–100 Min,Age: 12+,3.08,"Strategy
View poll and results",Action Points,Set Collection,Tile Placement,Worker Placement,
980,Santa Monica,(2020),7.2,2–4 Players,35–40 Min,Age: 14+,2.14,"Family,  Strategy
View poll and results",Chaining,Open Drafting,Set Collection,Tile Placement,
981,Web of Power,(2000),7.3,3–5 Players,50–60 Min,Age: 12+,2.42,"Family,  Strategy
View poll and results",Area Majority / Influence,Hand Management,Network and Route Building,Open Drafting,
982,Zooloretto,(2007),6.8,2–5 Players,45 Min,Age: 8+,1.86,"Family
View poll and results",Set Collection,Tile Placement,,,
983,Beer & Bread,(2022),7.5,2 Players,30–45 Min,Age: 10+,2.38,"Family
View poll and results",Closed Drafting,Highest-Lowest Scoring,Multi-Use Cards,,
984,Meeple Circus,(2017),7.0,2–5 Players,45 Min,Age: 8+,1.44,"Family
View poll and results",Open Drafting,Pattern Building,Push Your Luck,Stacking and Balancing,
985,Dungeons & Dragons: Wrath of Ashardalon Board Game,(2011),7.1,1–5 Players,60 Min,Age: 12+,2.60,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing
986,Heroscape Master Set: Swarm of the Marro,(2007),7.6,2–4 Players,60 Min,Age: 8+,2.27,"Customizable,  Thematic
View poll and results",Dice Rolling,Modular Board,,,
987,Wasteland Express Delivery Service,(2017),7.3,2–5 Players,90–120 Min,Age: 13+,2.96,"Strategy,  Thematic
View poll and results",Action Points,Dice Rolling,Market,Modular Board,Pick-up and Deliver
988,DC Deck-Building Game,(2012),7.0,2–5 Players,45 Min,Age: 15+,1.99,"Thematic
View poll and results","Deck, Bag, and Pool Building",Open Drafting,,,
989,Concept,(2013),6.8,4–12 Players,40 Min,Age: 10+,1.38,"Party
View poll and results",Communication Limits,Team-Based Game,,,
990,The Castles of Burgundy: The Card Game,(2016),7.0,1–4 Players,30–60 Min,Age: 12+,2.58,"Strategy
View poll and results",Hand Management,Open Drafting,Set Collection,Turn Order: Claim Action,Turn Order: Progressive
991,Britannia,(1986),7.2,3–5 Players,180–300 Min,Age: 12+,3.16,"Wargames
View poll and results",Area Movement,Dice Rolling,Simulation,Stat Check Resolution,Voting
992,The Grimm Forest,(2018),7.1,2–4 Players,45–60 Min,Age: 14+,1.94,"Family
View poll and results",Rock-Paper-Scissors,Set Collection,Simultaneous Action Selection,Take That,
993,Fabled Fruit,(2016),7.0,2–5 Players,20–30 Min,Age: 8+,1.61,"Family
View poll and results",Set Collection,Worker Placement,,,
994,Tiny Epic Dinosaurs,(2020),7.3,1–4 Players,30–60 Min,Age: 14+,2.62,"Strategy
View poll and results",Contracts,Enclosure,Hidden Victory Points,Solo / Solitaire Game,Worker Placement
995,Unsettled,(2021),8.1,2–4 Players,60–90 Min,Age: 14+,3.21,"Thematic
View poll and results",Action Retrieval,Cooperative Game,Modular Board,Scenario / Mission / Campaign Game,Tech Trees / Tech Tracks
996,Roll Player Adventures,(2021),8.2,1–4 Players,90–150 Min,Age: 14+,2.39,"Thematic
View poll and results",Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Narrative Choice / Paragraph,Paper-and-Pencil
997,Ascension: Storm of Souls,(2011),7.3,1–4 Players,30 Min,Age: 13+,2.33,"Strategy
View poll and results","Deck, Bag, and Pool Building",Hand Management,Open Drafting,,
